libelle;libelle_plaquette;libelle_ampoule;libelle_flacon;libelle_tube;libelle_stylo;libelle_seringue;libelle_pilulier;libelle_sachet;libelle_comprime;libelle_gelule;libelle_film;libelle_poche;libelle_capsule;nb_plaquette;nb_ampoule;nb_flacon;nb_tube;nb_stylo;nb_seringue;nb_pilulier;nb_sachet;nb_comprime;nb_gelule;nb_film;nb_poche;nb_capsule;nb_ml;statut;etat commerc;agrement col;tx rembours;forme pharma;voies admin;statut admin;date declar annee;date amm annee;type proc;titulaires;substances;prix
tube(s) polypropylène de 60 comprimé(s);0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé ou à sucer à croquer;orale;Autorisation active;2008;2000;Procédure nationale; TEVA SANTE;VITAMINE D3, CALCIUM ÉLÉMENT, CARBONATE DE CALCIUM, CONCENTRAT DE CHOLÉCALCIFÉROL, FORME PULVÉRULENTE;5.9
tube(s) polypropylène de 30 comprimé(s);0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé quadrisécable;orale;Autorisation active;1999;1998;Procédure nationale; BIOGARAN;BROMAZÉPAM;1.71
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2012;2009;Procédure de reconnaissance mutuelle; KRKA (SLOVENIE);LOSARTAN, LOSARTAN POTASSIQUE;18.14
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;comprimé;orale;Autorisation active;2012;1999;Procédure nationale; BOUCHARA-RECORDATI;DICHLORHYDRATE DE BÉTAHISTINE;5.91
12 sachet(s)-dose(s) papier polyéthylène aluminium polyéthylène basse densité (PEBD) de 2 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;poudre pour suspension buvable;orale;Autorisation active;2007;2006;Procédure nationale; LABORATOIRES ALTER;CLAVULANATE DE POTASSIUM, AMOXICILLINE TRIHYDRATÉE, AMOXICILLINE BASE, ACIDE CLAVULANIQUE;6.54
flacon(s) polyéthylène haute densité (PEHD) de 28 comprimé(s);0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;non;30%;comprimé pelliculé;orale;Autorisation active;2015;2006;Procédure nationale; BIOGARAN;FINASTÉRIDE;12.92
plaquette(s) thermoformée(s) aluminium polyéthylène de 24 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2007;2006;Procédure nationale; LABORATOIRES ALTER;AMOXICILLINE TRIHYDRATÉE, ACIDE CLAVULANIQUE, CLAVULANATE DE POTASSIUM, AMOXICILLINE BASE;6.54
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2013;2011;Procédure décentralisée; MYLAN SAS;TELMISARTAN;18.63
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé à libération modifiée;orale;Autorisation active;2011;2010;Procédure nationale; SANOFI AVENTIS FRANCE;GLICLAZIDE;4.52
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2010;2010;Procédure nationale; MYLAN SAS;SPIRONOLACTONE;8.14
20 sachet(s)-dose(s) aluminium polyester polyéthylène de 15 ml, grand format;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;15;Présentation active;Déclaration de commercialisation;oui;30%;solution buvable;orale,rectale;Autorisation active;2015;1986;Procédure nationale; MYLAN MEDICAL;LACTULOSE;2.53
1 tube(s) aluminium verni de 30 g;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;gel pour application;cutanée;Autorisation active;1995;1992;Procédure nationale; LABORATOIRES BAILLEUL (LUXMEBOURG);MÉTRONIDAZOLE;5.09
plaquette(s) thermoformée(s) PVC-Aluminium de 14  gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;microgranule à libération prolongée en gélule;orale;Autorisation active;1992;1990;Procédure nationale; ETHYPHARM;MORPHINE (SULFATE DE);17.03
1 flacon(s) en verre jaune(brun) de 100 ml avec un racleur en polyéthylène basse densité  avec seringue(s) pour administration orale polyéthylène basse densité (PEBD) polystyrène avec fermeture de sécurité enfant;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;100;Présentation active;Déclaration de commercialisation;oui;15%;solution buvable;orale;Autorisation active;2002;2000;Procédure de reconnaissance mutuelle; JANSSEN CILAG;GALANTAMINE, BROMHYDRATE DE GALANTAMINE;41.91
1 plaquette(s) thermoformée(s) de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2012;2012;Autorisation d'importation parallèle; BB FARMA (ITALIE);LOSARTAN POTASSIQUE;8.48
plaquette(s) thermoformée(s) papier aluminium nylon PVC de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;sublinguale;Autorisation active;2015;2006;Procédure centralisée; RB PHARMACEUTICALS (ROYAUME-UNI);CHLORHYDRATE DE BUPRÉNORPHINE, CHLORHYDRATE DE NALOXONE DIHYDRATÉ, BUPRÉNORPHINE, NALOXONE BASE;21.45
plaquette(s) thermoformée(s) polyamide aluminium PVC de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2008;2008;Procédure centralisée; BOEHRINGER INGELHEIM INTERNATIONAL;HYDROCHLOROTHIAZIDE, TELMISARTAN;28.44
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;comprimé pelliculé;orale;Autorisation active;2013;2007;Procédure centralisée; MERCK SHARP & DOHME (GRANDE BRETAGNE);SITAGLIPTINE, PHOSPHATE DE SITAGLIPTINE MONOHYDRATÉ;23.69
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2008;2005;Procédure nationale; ARROW GENERIQUES;CITALOPRAM BASE, BROMHYDRATE DE CITALOPRAM;6.87
1 flacon(s) en verre teinté de 60 ml avec cuillère-mesure;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;60;Présentation active;Déclaration de commercialisation;oui;30%;sirop;orale;Autorisation active;1984;1983;Procédure nationale; PIERRE FABRE MEDICAMENT;MÉQUITAZINE;1.72
plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2011;2010;Procédure nationale; ARROW GENERIQUES;RÉPAGLINIDE;7.73
1 flacon(s) en verre de 8 ml avec embout nasal polypropylène;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;Présentation active;Déclaration de commercialisation;oui;65%;solution pour pulvérisation;nasale;Autorisation active;2000;1990;Procédure nationale; PFIZER HOLDING FRANCE;NAFARÉLINE BASE, ACÉTATE DE NAFARÉLINE;121.52
1 tube(s) aluminium de 80 g avec cuillère-mesure polypropylène;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gel;voie buccale autre;Autorisation active;2009;1984;Procédure nationale; JANSSEN CILAG;MICONAZOLE;7.86
1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 60 comprimé(s);0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;100%;comprimé pelliculé;orale;Autorisation active;2009;2009;Procédure centralisée; JANSSEN CILAG INTERNATIONAL NV;DARUNAVIR, ÉTHANOLATE DE DARUNAVIR;452.13
1 flacon(s) en verre de 150 ml avec nécessaire dadministration (seringue (polypropylène) de 200 ml pour injecteur Liebel & Flarsheim (système Angiomat) et cathéter IV (BD Insyte Autoguard));0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;150;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;intra-artérielle,intraveineuse;Autorisation active;2004;1994;Procédure nationale; BRACCO IMAGING FRANCE;IODE, IOMÉPROL;70.51
plaquette(s) thermoformée(s) PVC PVDC aluminium de 20 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;1974;1997;Procédure nationale; LAPHAL;GLIPIZIDE;2.04
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2013;2012;Procédure décentralisée; RANBAXY PHARMACIE GENERIQUES;MONTÉLUKAST SODIQUE, MONTÉLUKAST;14.3
1 flacon(s) poudreur(se)(s) polyéthylène de 30 g;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;poudre pour application;cutanée;Autorisation active;1976;1996;Procédure nationale; JANSSEN CILAG;NITRATE DE MICONAZOLE;2.05
plaquette(s) thermoformée(s) polyamide aluminium polyéthylène de 14 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;gélule gastro-résistant(e);orale;Autorisation active;2014;2011;Procédure décentralisée; RATIOPHARM (ALLEMAGNE);ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ, ÉSOMÉPRAZOLE;3.49
plaquette(s) thermoformée(s) PVC aluminium de 20 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable à libération prolongée;orale;Autorisation active;2013;2012;Procédure nationale; ARROW GENERIQUES;KÉTOPROFÈNE;2.83
plaquette(s) thermoformée(s) PVC PVDC aluminium de 15 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;comprimé pelliculé;orale;Autorisation active;2010;2008;Procédure de reconnaissance mutuelle; BIOGARAN;CHLORHYDRATE DE FEXOFÉNADINE, FEXOFÉNADINE BASE;2.24
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 84 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2013;2011;Procédure nationale; TEVA SANTE;PRAVASTATINE SODIQUE;22.04
plaquette(s) PVC-Aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;1994;1992;Procédure nationale; NOVARTIS PHARMA;CHLORHYDRATE DE TERBINAFINE, TERBINAFINE;30.87
plaquette(s) thermoformée(s) aluminium de 7 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;gélule;orale;Autorisation active;2013;2006;Procédure nationale; RATIOPHARM (ALLEMAGNE);FLUCONAZOLE;14.2
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2009;2006;Procédure nationale; EG LABO - LABORATOIRES EUROGENERICS;CAPTOPRIL, HYDROCHLOROTHIAZIDE;6.36
plaquette(s) thermoformée(s) PVC-Aluminium de 90 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;gélule;orale;Autorisation active;2014;2000;Procédure nationale; MYLAN MEDICAL;FÉNOFIBRATE;19.8
6 seringue(s) préremplie(s) en verre de 0,3  ml;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0.3;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;intraveineuse,sous-cutanée;Autorisation active;1999;1998;Procédure centralisée; ROCHE REGISTRATION;ÉPOÉTINE BÊTA ;24.08
50 sachet(s)-dose(s) aluminium polytéréphtalate (PET) polyéthylène;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;100%;granulés pour suspension buvable;orale;Autorisation active;2010;2009;Procédure centralisée; ASTELLAS PHARMA EUROPE (PAYS-BAS);TACROLIMUS ANHYDRE, TACROLIMUS MONOHYDRATÉ;68.16
plaquette(s) PVC-Aluminium de 30 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule;orale;Autorisation active;2015;2014;Procédure nationale; CRISTERS;CÉLÉCOXIB;7.13
1 seringue(s) préremplie(s) polycyclooléfine avec 2 aiguille(s);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;suspension injectable à libération prolongée;intramusculaire;Autorisation active;2013;2011;Procédure centralisée; JANSSEN CILAG INTERNATIONAL NV;PALIPÉRIDONE, PALMITATE DE PALIPÉRIDONE;306.59
1 pilulier(s) polypropylène de 30 comprimé(s);0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2015;2014;Autorisation d'importation parallèle; MEDIWIN;PÉRINDOPRIL ARGININE, BÉSILATE D'AMLODIPINE, PÉRINDOPRIL, AMLODIPINE;16.93
plaquette(s) polyamide aluminium PVC-Aluminium de 14 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule gastro-résistant(e);orale;Autorisation active;2014;2011;Procédure décentralisée; TEVA SANTE;ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ, ÉSOMÉPRAZOLE;3.94
plaquette(s) thermoformée(s) aluminium non prédécoupée(s) de 14 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé orodispersible;orale;Autorisation active;2010;2005;Procédure de reconnaissance mutuelle; TAKEDA FRANCE;LANSOPRAZOLE;5.89
plaquette(s) thermoformée(s) PVC PVDC aluminium de 84 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable pelliculé;orale;Autorisation active;2007;2001;Procédure nationale; MYLAN SAS;CÉLIPROLOL, CHLORHYDRATE DE CÉLIPROLOL;20.88
plaquette(s) formée(s) à froid polyamide PVC aluminium de 84 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2009;2008;Procédure nationale; RANBAXY PHARMACIE GENERIQUES;PRAVASTATINE SODIQUE;22.04
1 flacon(s) en verre de type I de 2,5 ml avec 20 spatule(s);0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.5;Présentation active;Déclaration de commercialisation;oui;30%;vernis à ongles médicamenteux(se);cutanée;Autorisation active;2013;2011;Procédure nationale; CRISTERS;AMOROLFINE BASE, CHLORHYDRATE D'AMOROLFINE;13.19
flacon(s) polyéthylène haute densité (PEHD) de 14 gélule(s);0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule gastro-résistant(e);orale;Autorisation active;2012;2010;Procédure nationale; KRKA (SLOVENIE);OMÉPRAZOLE;3.94
3 plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2013;2011;Procédure nationale; PIERRE FABRE MEDICAMENT;DÉSOGESTREL;2.83
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2012;2011;Procédure nationale; MYLAN SAS;CANDÉSARTAN CILEXÉTIL;6.36
1 flacon(s) en verre de 150 mL avec nécessaire dadministration pour injecteur MEDRAD  Stellant : seringue vide de 200 mL + raccord spiralé + microperfuseur de remplissage et cathéter de sécurité à ailettes I.V. 20G;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;intra-articulaire,intra-artérielle,intra-utérine,intraveineuse;Autorisation active;2015;1988;Procédure nationale; BAYER HEALTHCARE;IOPROMIDE, IODE;53.75
1 flacon(s) polyéthylène de 60 comprimé(s);0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé à sucer;orale;Autorisation active;1997;1996;Procédure nationale; BOUCHARA-RECORDATI;CONCENTRAT DE CHOLÉCALCIFÉROL, FORME PULVÉRULENTE, CALCIUM ÉLÉMENT, CARBONATE DE CALCIUM, CHOLÉCALCIFÉROL;5.9
tube(s) dioxyde de titane polypropylène de 14  comprimé(s);0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;15%;comprimé effervescent(e);orale;Autorisation active;2015;1991;Procédure nationale; MYLAN MEDICAL;RANITIDINE BASE, RANITIDINE (CHLORHYDRATE DE);7.07
plaquette(s) thermoformée(s) PVC-aluminium de 24  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;comprimé;orale;Autorisation active;2003;2002;Procédure nationale; BIOGARAN;THIOCOLCHICOSIDE;4.97
plaquette(s) formée(s) à froid aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;oui;65%;comprimé pelliculé à libération prolongée;orale;Autorisation active;2015;2009;Procédure nationale; RATIOPHARM (ALLEMAGNE);FLUVASTATINE BASE, FLUVASTATINE SODIQUE;12.11
flacon(s) polyéthylène haute densité (PEHD) de 14 comprimé(s);0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2012;2011;Procédure nationale; MYLAN SAS;RIBAVIRINE;55.34
plaquette(s) thermoformée(s) aluminium de 6 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé orodispersible;orale;Autorisation active;2012;2010;Procédure nationale; ZYDUS FRANCE;ZOLMITRIPTAN;10.13
plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé à libération prolongée;orale;Autorisation active;2013;2012;Procédure décentralisée; SANOFI AVENTIS FRANCE;ROPINIROLE, CHLORHYDRATE DE ROPINIROLE;13.36
plaquette(s) aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2014;2013;Procédure nationale; ARROW GENERIQUES;TELMISARTAN, HYDROCHLOROTHIAZIDE;18.63
1 poche(s) polyester polyéthylène copolymère de propylène avec canule(s) de 100  ml;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;100;Présentation active;Déclaration de commercialisation;oui;65%;solution;rectale;Autorisation active;1964;1993;Procédure nationale; SIGMA TAU (ITALIE);PHOSPHATE DISODIQUE DE BÉTAMÉTHASONE, BÉTAMÉTHASONE;2.29
plaquette(s) PVC PVDC aluminium de 30 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule à libération prolongée;orale;Autorisation active;2014;2013;Procédure nationale; BIOGARAN;ACÉTATE DE FLÉCAÏNIDE;11.41
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé quadrisécable;orale;Autorisation active;2010;2008;Procédure nationale; SANOFI AVENTIS FRANCE;CHLORHYDRATE DE NÉBIVOLOL, NÉBIVOLOL BASE;17.14
plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;non;65%;comprimé;orale;Autorisation active;2006;2006;Procédure nationale; LABORATOIRES ALTER;PRAVASTATINE SODIQUE;7.55
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 12 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2012;2011;Procédure nationale; EG LABO - LABORATOIRES EUROGENERICS;ZOLMITRIPTAN;20.15
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2014;2011;Procédure décentralisée; MYLAN SAS;HYDROCHLOROTHIAZIDE, VALSARTAN;18.63
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 100 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2010;2009;Procédure décentralisée; SANDOZ;DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ, PRAMIPEXOLE BASE;70.96
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 14 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;comprimé pelliculé sécable;orale;Autorisation active;2007;2004;Procédure nationale; BIOGARAN;TARTRATE DE ZOLPIDEM;1.51
plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé gastro-résistant(e);orale;Autorisation active;2013;2012;Procédure nationale; EG LABO - LABORATOIRES EUROGENERICS;RABÉPRAZOLE SODIQUE, RABÉPRAZOLE BASE;8.14
plaquette(s) thermoformée(s) PVC-Aluminium de 10  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2003;2003;Procédure nationale; TEVA SANTE;ROXITHROMYCINE;4.24
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé dispersible;orale;Autorisation active;2007;2007;Procédure de reconnaissance mutuelle; MYLAN SAS;CHLORHYDRATE DE METFORMINE;2.85
1 flacon(s) polyéthylène basse densité (PEBD) de 5 ml avec compte-gouttes;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;Présentation active;Déclaration de commercialisation;oui;65%;collyre en solution;ophtalmique;Autorisation active;2009;2008;Procédure décentralisée; TEVA SANTE;TARTRATE DE BRIMONIDINE, BRIMONIDINE;4.2
